testDate,expression,movement,quality,benchmarkPct
06/07/2023,dynamic,jump,land,0.72
08/07/2023,isometric,upper body,grapple,
19/07/2023,isometric,sprint,max velocity,
27/07/2023,isometric,upper body,grapple,
30/07/2023,dynamic,jump,land,0.69
02/08/2023,dynamic,jump,land,0.69
07/08/2023,isometric,jump,take off,
08/08/2023,dynamic,upper body,pull,0.8525
12/08/2023,isometric,upper body,grapple,
31/08/2023,isometric,jump,land,
09/09/2023,isometric,sprint,acceleration,0.52
27/09/2023,isometric,sprint,max velocity,
04/10/2023,dynamic,sprint,acceleration,0.4305
17/10/2023,dynamic,upper body,push,0.4305
22/10/2023,dynamic,sprint,acceleration,0.4305
23/10/2023,isometric,sprint,max velocity,
31/10/2023,dynamic,jump,pre-load,0.4985
08/11/2023,isometric,sprint,max velocity,
24/11/2023,isometric,upper body,pull,
01/12/2023,dynamic,jump,pre-load,0.5185
02/12/2023,dynamic,sprint,max velocity,0.6475
18/12/2023,isometric,upper body,push,0.664
31/12/2023,dynamic,jump,pre-load,0.484
04/01/2024,isometric,agility,acceleration,0.52
18/01/2024,dynamic,sprint,max velocity,0.598
21/01/2024,dynamic,jump,pre-load,0.498
30/01/2024,isometric,sprint,max velocity,
01/02/2024,isometric,jump,land,
08/02/2024,isometric,jump,take off,
27/02/2024,isometric,upper body,pull,
29/02/2024,dynamic,jump,pre-load,0.479
03/03/2024,isometric,jump,pre-load,0.52
10/03/2024,isometric,agility,acceleration,0.52
21/03/2024,dynamic,agility,deceleration,0.89
24/03/2024,dynamic,jump,pre-load,0.524
28/03/2024,dynamic,upper body,push,0.4345
29/03/2024,isometric,upper body,grapple,
31/03/2024,dynamic,agility,deceleration,0.89
02/04/2024,isometric,jump,take off,
17/04/2024,dynamic,agility,deceleration,0.89
29/04/2024,dynamic,sprint,max velocity,0.628
12/05/2024,dynamic,jump,take off,0.6295
15/05/2024,dynamic,agility,deceleration,0.876
28/05/2024,isometric,jump,take off,
01/06/2024,dynamic,agility,deceleration,0.876
02/06/2024,isometric,sprint,acceleration,0.49
09/06/2024,dynamic,jump,land,0.664
10/06/2024,isometric,sprint,acceleration,0.49
17/06/2024,dynamic,jump,take off,0.62
19/06/2024,isometric,sprint,acceleration,0.49
09/07/2024,dynamic,jump,land,0.681
13/07/2024,isometric,upper body,pull,
27/07/2024,dynamic,agility,acceleration,0.485
29/07/2024,dynamic,upper body,pull,0.855
31/07/2024,dynamic,jump,pre-load,0.484
01/08/2024,isometric,upper body,grapple,0.384
08/08/2024,dynamic,sprint,max velocity,0.6795
11/08/2024,dynamic,sprint,max velocity,0.6795
14/08/2024,dynamic,jump,land,0.652
22/08/2024,dynamic,jump,pre-load,0.5095
26/08/2024,dynamic,sprint,acceleration,0.428
01/09/2024,isometric,sprint,max velocity,0.67
07/09/2024,isometric,jump,land,0.33
07/09/2024,isometric,sprint,acceleration,0.7275
10/09/2024,isometric,agility,acceleration,0.7275
13/09/2024,isometric,agility,acceleration,0.7275
26/09/2024,isometric,agility,rotate,0.627
04/10/2024,isometric,agility,acceleration,0.6925
09/10/2024,dynamic,upper body,pull,0.868
18/10/2024,dynamic,jump,land,0.666
22/10/2024,dynamic,jump,land,0.666
06/11/2024,dynamic,upper body,pull,0.88
15/11/2024,dynamic,upper body,push,0.47
15/11/2024,isometric,upper body,push,0.936
16/11/2024,isometric,jump,land,0.39
17/11/2024,isometric,upper body,grapple,0.6795
23/11/2024,dynamic,sprint,acceleration,0.47
03/12/2024,isometric,jump,take off,0.42
04/12/2024,isometric,sprint,acceleration,0.796
05/12/2024,isometric,upper body,push,0.876
07/12/2024,isometric,upper body,grapple,0.681
16/12/2024,isometric,agility,rotate,0.68
17/12/2024,isometric,upper body,pull,0.46
25/12/2024,isometric,jump,pre-load,0.79
26/12/2024,isometric,jump,take off,0.42
29/12/2024,isometric,jump,land,0.42
06/01/2025,dynamic,agility,deceleration,0.853
31/01/2025,dynamic,jump,land,0.7365
02/02/2025,isometric,agility,deceleration,0.972
07/02/2025,isometric,upper body,grapple,0.6415
08/02/2025,dynamic,jump,land,0.735
05/03/2025,dynamic,jump,pre-load,0.5225
03/07/2023,isometric,agility,deceleration,0.95
03/07/2023,isometric,sprint,max velocity,
25/07/2023,isometric,jump,land,
26/07/2023,isometric,agility,acceleration,
09/08/2023,dynamic,jump,pre-load,0.6175
16/08/2023,dynamic,upper body,push,0.3395
29/09/2023,isometric,jump,pre-load,0.52
07/10/2023,isometric,sprint,max velocity,
14/10/2023,isometric,jump,take off,
17/10/2023,isometric,agility,acceleration,0.52
21/10/2023,isometric,jump,take off,
22/10/2023,dynamic,agility,acceleration,0.4305
02/11/2023,isometric,jump,pre-load,0.52
12/11/2023,isometric,agility,rotate,
12/11/2023,dynamic,sprint,max velocity,0.6475
19/11/2023,isometric,jump,land,
21/11/2023,isometric,sprint,max velocity,
27/11/2023,dynamic,upper body,pull,0.871
27/11/2023,isometric,agility,acceleration,0.52
02/12/2023,isometric,agility,deceleration,1.038
06/12/2023,dynamic,upper body,push,0.43
13/12/2023,isometric,sprint,max velocity,
21/12/2023,isometric,agility,rotate,
25/01/2024,isometric,jump,land,
22/02/2024,dynamic,upper body,push,0.4345
24/02/2024,dynamic,upper body,push,0.4445
26/02/2024,dynamic,jump,land,0.668
27/02/2024,isometric,agility,rotate,
28/02/2024,dynamic,jump,pre-load,0.479
28/02/2024,dynamic,jump,take off,0.6625
29/02/2024,isometric,jump,take off,
10/03/2024,isometric,jump,land,
11/03/2024,dynamic,upper body,pull,0.89
24/03/2024,isometric,jump,pre-load,0.52
05/04/2024,isometric,sprint,acceleration,0.52
08/04/2024,isometric,agility,acceleration,0.52
08/04/2024,isometric,sprint,acceleration,0.52
09/04/2024,dynamic,agility,deceleration,0.89
09/04/2024,dynamic,sprint,acceleration,0.44
11/04/2024,isometric,upper body,pull,
16/04/2024,dynamic,upper body,push,0.43
17/04/2024,dynamic,upper body,pull,0.89
21/04/2024,isometric,upper body,push,0.704
29/04/2024,dynamic,upper body,pull,0.89
09/05/2024,dynamic,sprint,max velocity,0.625
10/05/2024,isometric,upper body,grapple,
16/05/2024,dynamic,upper body,push,0.43
20/05/2024,isometric,jump,take off,
29/05/2024,dynamic,sprint,acceleration,0.43
29/05/2024,isometric,sprint,acceleration,0.49
07/06/2024,isometric,agility,acceleration,0.49
09/06/2024,dynamic,sprint,max velocity,0.625
13/06/2024,isometric,upper body,pull,
16/06/2024,isometric,upper body,pull,
20/06/2024,isometric,sprint,acceleration,0.49
02/07/2024,isometric,sprint,max velocity,0.34
13/07/2024,isometric,agility,deceleration,1.0395
14/07/2024,dynamic,upper body,push,0.488
21/07/2024,isometric,jump,pre-load,0.685
14/08/2024,isometric,sprint,max velocity,0.756
20/08/2024,isometric,jump,land,0.363
23/09/2024,dynamic,jump,land,0.648
02/10/2024,dynamic,agility,deceleration,0.896
03/10/2024,isometric,agility,rotate,0.6625
04/10/2024,isometric,upper body,push,0.936
12/10/2024,isometric,jump,pre-load,0.6925
14/10/2024,dynamic,jump,take off,0.7165
19/10/2024,isometric,jump,take off,0.426
29/10/2024,isometric,sprint,max velocity,0.68
14/11/2024,dynamic,sprint,max velocity,0.665
28/11/2024,isometric,agility,deceleration,0.86
12/12/2024,dynamic,agility,acceleration,0.498
19/12/2024,dynamic,sprint,acceleration,0.498
19/12/2024,isometric,sprint,max velocity,0.685
21/12/2024,isometric,upper body,pull,0.46
31/12/2024,dynamic,agility,acceleration,0.498
02/01/2025,isometric,sprint,max velocity,0.67
16/01/2025,isometric,agility,deceleration,0.9275
18/01/2025,dynamic,jump,land,0.7365
21/01/2025,isometric,sprint,max velocity,0.749
01/02/2025,isometric,agility,rotate,0.6445
02/02/2025,dynamic,jump,take off,0.6825
06/03/2025,isometric,upper body,pull,0.851
16/07/2023,dynamic,agility,deceleration,0.8525
23/07/2023,isometric,jump,pre-load,
29/07/2023,dynamic,upper body,pull,0.8525
19/08/2023,dynamic,sprint,acceleration,0.3495
05/09/2023,dynamic,agility,acceleration,0.3635
09/09/2023,isometric,upper body,push,
20/09/2023,dynamic,jump,pre-load,0.51
21/09/2023,isometric,jump,take off,
23/09/2023,dynamic,jump,take off,0.6785
24/09/2023,dynamic,sprint,acceleration,0.4305
30/09/2023,dynamic,jump,land,0.69
07/10/2023,dynamic,jump,land,0.6615
09/10/2023,isometric,upper body,grapple,
16/10/2023,dynamic,agility,deceleration,0.871
25/10/2023,isometric,sprint,max velocity,
02/11/2023,dynamic,sprint,acceleration,0.4305
03/11/2023,isometric,sprint,acceleration,0.52
04/11/2023,isometric,upper body,push,0.67
06/11/2023,isometric,sprint,acceleration,0.52
07/11/2023,isometric,jump,take off,
08/11/2023,isometric,jump,take off,
11/11/2023,dynamic,sprint,acceleration,0.431
23/11/2023,dynamic,upper body,pull,0.871
26/11/2023,isometric,upper body,pull,
28/11/2023,isometric,jump,take off,
28/11/2023,dynamic,sprint,acceleration,0.4305
30/11/2023,isometric,jump,take off,
05/12/2023,isometric,agility,rotate,
08/12/2023,dynamic,jump,land,0.685
19/12/2023,dynamic,upper body,push,0.43
21/12/2023,dynamic,upper body,pull,0.87
27/12/2023,dynamic,upper body,pull,0.87
30/12/2023,dynamic,upper body,pull,0.87
30/12/2023,dynamic,agility,deceleration,0.87
12/01/2024,dynamic,jump,pre-load,0.498
12/01/2024,isometric,agility,rotate,
13/01/2024,isometric,upper body,push,0.687
26/01/2024,dynamic,sprint,acceleration,0.4345
12/02/2024,isometric,upper body,pull,
18/02/2024,isometric,jump,pre-load,0.52
27/02/2024,dynamic,agility,acceleration,0.4445
02/03/2024,isometric,upper body,push,0.704
03/03/2024,isometric,agility,acceleration,0.52
07/03/2024,isometric,jump,pre-load,0.52
10/03/2024,isometric,agility,deceleration,1.138
16/03/2024,isometric,upper body,pull,
18/03/2024,isometric,agility,acceleration,0.52
20/03/2024,dynamic,jump,take off,0.6525
20/03/2024,isometric,agility,rotate,
23/03/2024,isometric,upper body,push,0.704
08/04/2024,dynamic,upper body,push,0.44
15/04/2024,dynamic,jump,land,0.655
19/04/2024,dynamic,jump,take off,0.64
05/05/2024,dynamic,jump,land,0.664
09/05/2024,dynamic,sprint,acceleration,0.43
10/05/2024,isometric,jump,take off,
21/05/2024,dynamic,jump,pre-load,0.4655
25/05/2024,isometric,agility,rotate,
06/06/2024,dynamic,sprint,max velocity,0.625
14/06/2024,dynamic,agility,deceleration,0.89
24/06/2024,isometric,sprint,max velocity,0.1995
26/06/2024,isometric,jump,pre-load,0.49
04/08/2024,isometric,upper body,pull,
07/08/2024,isometric,jump,land,0.372
09/08/2024,dynamic,jump,take off,0.7245
09/08/2024,isometric,upper body,push,0.96
16/08/2024,isometric,jump,take off,0.363
22/08/2024,isometric,jump,land,0.363
23/08/2024,dynamic,agility,acceleration,0.428
02/09/2024,isometric,upper body,grapple,0.6405
19/09/2024,isometric,agility,acceleration,0.72
22/09/2024,isometric,jump,land,0.426
23/09/2024,isometric,jump,land,0.426
27/09/2024,dynamic,upper body,pull,0.896
27/09/2024,dynamic,sprint,max velocity,0.689
07/10/2024,isometric,jump,pre-load,0.6925
08/10/2024,isometric,jump,take off,0.426
11/10/2024,isometric,jump,take off,0.426
14/10/2024,dynamic,agility,acceleration,0.498
30/10/2024,isometric,sprint,acceleration,0.677
18/11/2024,isometric,upper body,push,0.936
28/11/2024,isometric,sprint,acceleration,0.79
22/12/2024,isometric,jump,take off,0.42
25/12/2024,isometric,sprint,max velocity,0.685
30/12/2024,dynamic,upper body,push,0.498
01/01/2025,isometric,sprint,acceleration,0.79
08/01/2025,isometric,agility,acceleration,0.79
18/01/2025,isometric,agility,rotate,0.6675
24/01/2025,dynamic,jump,pre-load,0.53
30/01/2025,dynamic,agility,acceleration,0.4965
31/01/2025,dynamic,upper body,pull,0.873
12/02/2025,isometric,upper body,pull,0.805
21/02/2025,isometric,agility,rotate,0.6385
28/02/2025,isometric,sprint,acceleration,0.807
02/03/2025,isometric,agility,acceleration,0.807
04/07/2023,isometric,agility,deceleration,1.025
19/07/2023,isometric,upper body,grapple,
25/07/2023,isometric,upper body,push,
31/07/2023,isometric,agility,deceleration,0.781
10/08/2023,isometric,upper body,push,
13/08/2023,isometric,upper body,grapple,
26/08/2023,dynamic,agility,acceleration,0.388
07/09/2023,isometric,upper body,push,
08/09/2023,isometric,upper body,pull,
10/09/2023,dynamic,sprint,acceleration,0.388
23/09/2023,isometric,jump,land,
26/09/2023,isometric,upper body,pull,
26/09/2023,isometric,agility,rotate,
02/10/2023,isometric,upper body,push,
10/10/2023,isometric,upper body,push,
16/10/2023,isometric,upper body,grapple,
20/10/2023,dynamic,jump,take off,0.74
25/10/2023,isometric,agility,deceleration,1.038
29/10/2023,dynamic,upper body,pull,0.871
05/11/2023,isometric,sprint,acceleration,0.52
30/11/2023,isometric,sprint,acceleration,0.52
06/01/2024,isometric,agility,rotate,
08/01/2024,isometric,upper body,pull,
10/01/2024,dynamic,sprint,max velocity,0.598
21/01/2024,isometric,sprint,acceleration,0.52
29/01/2024,isometric,agility,deceleration,1.138
02/02/2024,dynamic,jump,pre-load,0.53
05/02/2024,isometric,agility,acceleration,0.52
06/02/2024,dynamic,agility,acceleration,0.4445
20/02/2024,isometric,sprint,max velocity,
21/02/2024,dynamic,sprint,max velocity,0.637
22/02/2024,isometric,jump,pre-load,0.52
28/02/2024,isometric,agility,rotate,
01/03/2024,dynamic,jump,land,0.668
03/03/2024,isometric,upper body,grapple,
03/03/2024,isometric,agility,deceleration,1.148
06/03/2024,dynamic,upper body,push,0.4445
11/03/2024,isometric,agility,deceleration,1.138
18/03/2024,isometric,sprint,acceleration,0.52
31/03/2024,isometric,upper body,push,0.704
14/04/2024,isometric,sprint,max velocity,-0.2
18/04/2024,isometric,agility,acceleration,0.52
21/04/2024,dynamic,upper body,push,0.43
24/04/2024,dynamic,sprint,max velocity,0.628
07/05/2024,isometric,jump,pre-load,0.52
25/05/2024,isometric,sprint,max velocity,0.1995
01/06/2024,isometric,jump,take off,
06/06/2024,isometric,agility,rotate,
15/06/2024,isometric,sprint,max velocity,0.1995
22/06/2024,isometric,jump,pre-load,0.49
23/06/2024,isometric,sprint,acceleration,0.49
25/06/2024,dynamic,upper body,pull,0.89
15/07/2024,isometric,sprint,acceleration,0.685
20/07/2024,dynamic,sprint,acceleration,0.488
25/07/2024,isometric,upper body,pull,
26/07/2024,dynamic,sprint,max velocity,0.671
20/08/2024,isometric,jump,pre-load,0.7305
26/08/2024,isometric,jump,take off,0.363
07/09/2024,isometric,upper body,push,0.936
11/09/2024,isometric,jump,land,0.368
17/09/2024,dynamic,sprint,max velocity,0.6765
24/09/2024,dynamic,sprint,acceleration,0.494
05/10/2024,isometric,agility,acceleration,0.6925
19/10/2024,isometric,jump,pre-load,0.698
02/11/2024,isometric,upper body,push,0.936
05/11/2024,isometric,jump,land,0.39
06/11/2024,isometric,sprint,acceleration,0.677
19/11/2024,isometric,jump,land,0.444
21/11/2024,isometric,jump,land,0.444
28/11/2024,isometric,upper body,push,0.876
01/12/2024,dynamic,upper body,push,0.498
08/12/2024,isometric,jump,land,0.42
11/12/2024,dynamic,sprint,max velocity,0.662
12/12/2024,isometric,jump,pre-load,0.796
16/12/2024,isometric,upper body,grapple,0.68
16/12/2024,dynamic,agility,deceleration,0.876
22/12/2024,dynamic,agility,acceleration,0.498
26/12/2024,dynamic,sprint,max velocity,0.6645
30/12/2024,dynamic,agility,acceleration,0.498
07/01/2025,dynamic,jump,pre-load,0.474
11/01/2025,isometric,upper body,grapple,0.6675
15/01/2025,dynamic,agility,deceleration,0.853
19/01/2025,dynamic,jump,land,0.7365
01/02/2025,isometric,upper body,push,0.96
04/02/2025,dynamic,jump,pre-load,0.53
06/02/2025,dynamic,sprint,acceleration,0.495
07/02/2025,isometric,jump,pre-load,0.79
15/02/2025,isometric,sprint,max velocity,0.728
16/02/2025,isometric,upper body,pull,0.805
03/03/2025,dynamic,sprint,acceleration,0.495
05/07/2023,dynamic,jump,pre-load,0.5835
05/07/2023,isometric,sprint,acceleration,
09/07/2023,isometric,sprint,max velocity,
12/07/2023,isometric,agility,deceleration,1.01
13/07/2023,dynamic,jump,land,0.702
15/07/2023,isometric,agility,deceleration,0.781
05/08/2023,dynamic,agility,acceleration,0.39
12/08/2023,dynamic,jump,pre-load,0.6175
13/08/2023,dynamic,upper body,push,0.358
21/08/2023,dynamic,jump,pre-load,0.533
25/08/2023,isometric,upper body,push,
29/08/2023,dynamic,jump,take off,0.69
05/09/2023,dynamic,jump,take off,0.7
18/09/2023,isometric,jump,take off,
21/09/2023,isometric,agility,deceleration,1.0395
23/09/2023,isometric,agility,deceleration,1.0395
03/10/2023,isometric,upper body,grapple,
18/10/2023,dynamic,sprint,max velocity,0.6475
21/10/2023,isometric,sprint,max velocity,
28/10/2023,dynamic,jump,pre-load,0.4985
28/10/2023,dynamic,upper body,pull,0.871
02/11/2023,isometric,upper body,grapple,
15/11/2023,dynamic,agility,acceleration,0.43
04/12/2023,isometric,jump,take off,
06/12/2023,dynamic,upper body,pull,0.87
07/12/2023,isometric,agility,deceleration,1.038
08/12/2023,isometric,agility,acceleration,0.52
08/12/2023,dynamic,agility,deceleration,0.87
08/12/2023,isometric,sprint,acceleration,0.52
09/12/2023,isometric,agility,deceleration,1.038
14/12/2023,isometric,upper body,grapple,
26/12/2023,isometric,jump,pre-load,0.52
26/12/2023,isometric,jump,take off,
27/12/2023,dynamic,sprint,acceleration,0.426
02/01/2024,dynamic,upper body,pull,0.87
06/01/2024,isometric,upper body,grapple,
06/01/2024,isometric,agility,acceleration,0.52
08/01/2024,isometric,sprint,max velocity,
12/01/2024,dynamic,jump,take off,0.625
14/01/2024,dynamic,sprint,max velocity,0.598
16/01/2024,isometric,upper body,pull,
18/01/2024,dynamic,upper body,push,0.43
29/01/2024,dynamic,sprint,acceleration,0.4345
31/01/2024,isometric,sprint,acceleration,0.52
04/02/2024,isometric,agility,acceleration,0.52
09/02/2024,isometric,agility,deceleration,1.148
10/02/2024,isometric,jump,land,
14/02/2024,dynamic,agility,acceleration,0.4345
16/02/2024,isometric,agility,rotate,
21/02/2024,dynamic,agility,acceleration,0.4345
02/03/2024,isometric,sprint,max velocity,
04/03/2024,isometric,jump,land,
20/03/2024,isometric,jump,take off,
23/03/2024,dynamic,jump,land,0.668
24/03/2024,dynamic,agility,acceleration,0.4445
07/04/2024,isometric,upper body,push,0.704
24/04/2024,isometric,jump,land,
05/05/2024,dynamic,jump,take off,0.6395
07/05/2024,dynamic,upper body,push,0.43
24/05/2024,isometric,upper body,grapple,
03/06/2024,isometric,agility,rotate,
09/06/2024,isometric,upper body,push,0.704
11/06/2024,isometric,jump,take off,
11/06/2024,isometric,upper body,pull,
11/06/2024,isometric,agility,deceleration,1.1365
19/06/2024,dynamic,agility,acceleration,0.43
28/06/2024,dynamic,jump,take off,0.639
03/07/2024,isometric,jump,land,0.1
03/07/2024,isometric,jump,take off,0.1
06/07/2024,dynamic,upper body,push,0.43
13/07/2024,dynamic,jump,land,0.678
23/07/2024,isometric,jump,pre-load,0.685
24/07/2024,dynamic,agility,acceleration,0.485
24/07/2024,isometric,agility,rotate,0.278
27/07/2024,dynamic,sprint,max velocity,0.671
15/08/2024,dynamic,jump,take off,0.723
18/08/2024,dynamic,agility,deceleration,0.855
19/08/2024,isometric,jump,pre-load,0.7305
19/08/2024,dynamic,sprint,max velocity,0.6795
29/08/2024,dynamic,jump,land,0.641
10/09/2024,isometric,sprint,max velocity,0.698
15/09/2024,dynamic,jump,pre-load,0.505
02/10/2024,dynamic,jump,land,0.648
05/10/2024,dynamic,sprint,acceleration,0.494
07/10/2024,isometric,sprint,max velocity,0.6975
11/10/2024,isometric,upper body,push,0.936
14/10/2024,dynamic,upper body,pull,0.868
24/10/2024,isometric,jump,land,0.402
24/10/2024,dynamic,sprint,acceleration,0.486
26/10/2024,dynamic,jump,pre-load,0.57
21/11/2024,dynamic,agility,acceleration,0.47
22/12/2024,isometric,jump,pre-load,0.796
02/01/2025,isometric,jump,take off,0.42
05/01/2025,dynamic,upper body,pull,0.856
12/01/2025,isometric,agility,rotate,0.6675
13/01/2025,isometric,jump,land,0.46
17/01/2025,dynamic,sprint,max velocity,0.67
18/01/2025,isometric,jump,take off,0.46
25/01/2025,dynamic,upper body,pull,0.853
28/01/2025,dynamic,jump,pre-load,0.53
29/01/2025,isometric,agility,deceleration,0.961
30/01/2025,isometric,agility,deceleration,0.961
17/02/2025,dynamic,sprint,max velocity,0.651
23/02/2025,dynamic,jump,take off,0.68
26/02/2025,dynamic,agility,deceleration,0.87
28/02/2025,dynamic,upper body,pull,0.87
01/03/2025,dynamic,upper body,pull,0.87
04/03/2025,dynamic,upper body,push,0.495
05/03/2025,isometric,sprint,acceleration,0.787
08/03/2025,dynamic,jump,pre-load,0.5225
08/07/2023,isometric,sprint,max velocity,
09/07/2023,isometric,jump,pre-load,
05/08/2023,isometric,upper body,grapple,
09/08/2023,isometric,agility,rotate,
12/08/2023,isometric,jump,land,
21/08/2023,isometric,upper body,grapple,
21/08/2023,isometric,agility,acceleration,
25/08/2023,isometric,jump,take off,
09/09/2023,isometric,jump,take off,
05/10/2023,dynamic,agility,deceleration,0.871
07/10/2023,isometric,agility,rotate,
10/10/2023,dynamic,agility,deceleration,0.871
12/10/2023,isometric,sprint,acceleration,0.52
14/10/2023,isometric,sprint,max velocity,
24/10/2023,isometric,jump,take off,
25/10/2023,dynamic,jump,take off,0.6955
25/10/2023,isometric,upper body,push,0.67
27/10/2023,isometric,upper body,grapple,
30/10/2023,dynamic,agility,acceleration,0.4305
01/11/2023,isometric,upper body,grapple,
02/11/2023,isometric,jump,land,
24/11/2023,isometric,agility,acceleration,0.52
02/12/2023,dynamic,upper body,push,0.43
04/12/2023,isometric,agility,rotate,
12/12/2023,isometric,agility,deceleration,1.038
13/12/2023,dynamic,jump,land,0.685
23/12/2023,isometric,agility,acceleration,0.52
26/12/2023,dynamic,upper body,pull,0.87
27/12/2023,dynamic,upper body,push,0.426
06/01/2024,dynamic,agility,acceleration,0.426
06/01/2024,dynamic,agility,deceleration,0.87
25/01/2024,isometric,agility,rotate,
02/02/2024,dynamic,sprint,max velocity,0.646
12/02/2024,dynamic,jump,take off,0.6225
13/02/2024,isometric,agility,rotate,
22/02/2024,dynamic,upper body,pull,0.89
26/02/2024,dynamic,agility,deceleration,0.89
03/03/2024,isometric,upper body,pull,
07/03/2024,isometric,upper body,push,0.704
17/03/2024,isometric,sprint,max velocity,
20/03/2024,dynamic,agility,deceleration,0.89
03/04/2024,dynamic,agility,deceleration,0.89
04/04/2024,dynamic,agility,acceleration,0.44
14/04/2024,isometric,sprint,acceleration,0.52
16/04/2024,isometric,upper body,pull,
30/04/2024,dynamic,jump,take off,0.6395
01/05/2024,dynamic,jump,land,0.664
03/05/2024,dynamic,sprint,max velocity,0.628
12/05/2024,dynamic,upper body,pull,0.876
20/05/2024,dynamic,upper body,push,0.43
21/05/2024,isometric,jump,take off,
16/06/2024,isometric,sprint,max velocity,0.1995
01/07/2024,isometric,jump,take off,0.1
03/07/2024,isometric,agility,acceleration,0.46
10/07/2024,dynamic,jump,land,0.681
10/07/2024,isometric,upper body,push,0.842
18/07/2024,dynamic,agility,deceleration,0.894
21/07/2024,isometric,jump,land,0.3975
12/08/2024,isometric,agility,deceleration,1.0305
14/08/2024,isometric,sprint,acceleration,0.7305
27/08/2024,isometric,agility,acceleration,0.7305
30/08/2024,isometric,upper body,push,0.945
18/09/2024,isometric,upper body,push,0.936
19/09/2024,isometric,upper body,push,0.936
19/09/2024,isometric,sprint,acceleration,0.72
14/10/2024,dynamic,upper body,push,0.498
20/10/2024,isometric,upper body,push,0.936
21/10/2024,isometric,upper body,push,0.936
21/10/2024,isometric,sprint,max velocity,0.68
25/10/2024,dynamic,jump,take off,0.69
09/11/2024,isometric,upper body,push,0.936
12/11/2024,isometric,upper body,grapple,0.6795
23/11/2024,isometric,upper body,pull,
01/12/2024,dynamic,upper body,pull,0.856
02/12/2024,dynamic,jump,land,0.728
27/12/2024,isometric,jump,pre-load,0.79
28/12/2024,isometric,upper body,push,0.876
08/01/2025,isometric,upper body,pull,0.46
16/01/2025,dynamic,jump,pre-load,0.474
31/01/2025,dynamic,sprint,max velocity,0.657
07/02/2025,isometric,sprint,acceleration,0.79
10/02/2025,isometric,upper body,pull,0.805
22/02/2025,isometric,agility,rotate,0.6385
25/02/2025,dynamic,sprint,max velocity,0.6495
07/03/2025,dynamic,agility,acceleration,0.495
03/07/2023,dynamic,agility,acceleration,0.358
05/07/2023,isometric,agility,acceleration,
08/07/2023,dynamic,jump,land,0.72
10/07/2023,dynamic,agility,acceleration,0.32
14/07/2023,isometric,jump,pre-load,
20/07/2023,isometric,agility,rotate,
24/07/2023,dynamic,sprint,max velocity,0.67
26/07/2023,dynamic,jump,take off,0.7365
01/08/2023,isometric,agility,acceleration,
02/08/2023,dynamic,jump,take off,0.7365
09/08/2023,isometric,agility,deceleration,0.9525
15/08/2023,dynamic,agility,deceleration,0.8695
20/08/2023,isometric,jump,pre-load,
04/09/2023,isometric,agility,acceleration,0.52
08/09/2023,dynamic,agility,deceleration,0.877
13/09/2023,isometric,upper body,push,
17/09/2023,isometric,jump,take off,
21/09/2023,isometric,agility,acceleration,0.52
08/10/2023,isometric,upper body,push,
09/10/2023,isometric,sprint,max velocity,
27/10/2023,dynamic,sprint,acceleration,0.4305
10/11/2023,isometric,agility,acceleration,0.52
19/11/2023,dynamic,agility,acceleration,0.43
20/11/2023,isometric,sprint,max velocity,
03/12/2023,dynamic,jump,take off,0.631
05/12/2023,isometric,jump,take off,
06/12/2023,isometric,upper body,grapple,
22/12/2023,isometric,agility,rotate,
02/01/2024,isometric,agility,acceleration,0.52
10/01/2024,isometric,upper body,push,0.687
18/01/2024,dynamic,sprint,acceleration,0.43
20/01/2024,isometric,jump,land,
20/01/2024,isometric,sprint,acceleration,0.52
02/02/2024,dynamic,agility,acceleration,0.4445
21/02/2024,dynamic,jump,land,0.668
22/02/2024,dynamic,jump,land,0.668
22/02/2024,isometric,upper body,pull,
04/03/2024,isometric,agility,deceleration,1.148
16/03/2024,dynamic,sprint,acceleration,0.4445
18/03/2024,dynamic,jump,pre-load,0.524
22/03/2024,dynamic,sprint,acceleration,0.4445
09/04/2024,dynamic,agility,acceleration,0.44
14/04/2024,dynamic,sprint,acceleration,0.43
23/04/2024,isometric,agility,acceleration,0.52
25/04/2024,isometric,sprint,acceleration,0.52
26/04/2024,isometric,agility,deceleration,1.1365
30/04/2024,isometric,jump,land,
30/04/2024,isometric,jump,take off,
02/05/2024,isometric,sprint,max velocity,0.1995
09/05/2024,isometric,sprint,acceleration,0.52
12/05/2024,isometric,agility,acceleration,0.52
13/05/2024,isometric,agility,rotate,
15/05/2024,dynamic,jump,land,0.664
17/05/2024,dynamic,sprint,max velocity,0.625
18/05/2024,dynamic,sprint,acceleration,0.43
19/05/2024,dynamic,agility,acceleration,0.43
25/05/2024,dynamic,upper body,push,0.43
26/05/2024,isometric,agility,rotate,
09/06/2024,isometric,upper body,grapple,
14/06/2024,isometric,agility,deceleration,1.1365
16/06/2024,isometric,agility,deceleration,1.1365
20/06/2024,isometric,agility,acceleration,0.49
21/06/2024,dynamic,sprint,acceleration,0.436
27/06/2024,dynamic,jump,take off,0.639
01/07/2024,dynamic,upper body,pull,0.89
07/07/2024,isometric,sprint,max velocity,0.34
10/07/2024,isometric,jump,land,0.1
23/07/2024,dynamic,upper body,push,0.485
28/07/2024,isometric,jump,take off,0.381
03/08/2024,dynamic,agility,acceleration,0.428
04/08/2024,isometric,jump,land,0.372
06/08/2024,dynamic,jump,pre-load,0.484
09/08/2024,isometric,sprint,acceleration,0.7305
