sessionDate,seasonName,metric,category,value
17/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.2903225806451613
17/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.123333333
17/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.41935483870967744
17/05/2024,2023/2024,sleep_baseline_composite,sleep,-0.066153846
17/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.048387097
17/05/2024,2023/2024,soreness_baseline_composite,soreness,-0.19
17/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.41935483870967744
17/05/2024,2023/2024,subjective_baseline_composite,subjective,-0.058717949
18/05/2024,2023/2024,bio_baseline_completeness,bio,0.27956989247311825
18/05/2024,2023/2024,bio_baseline_composite,bio,0.10333333333333333
18/05/2024,2023/2024,emboss_baseline_score,total,0.011495726495726501
18/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
18/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
18/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.096774194
18/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.103333333
18/05/2024,2023/2024,sleep_baseline_completeness,sleep,0.3548387096774194
18/05/2024,2023/2024,sleep_baseline_composite,sleep,-0.021818182
18/05/2024,2023/2024,soreness_baseline_completeness,soreness,0.080645161
18/05/2024,2023/2024,soreness_baseline_composite,soreness,-0.063333333
18/05/2024,2023/2024,subjective_baseline_completeness,subjective,0.3548387096774194
18/05/2024,2023/2024,subjective_baseline_composite,subjective,-0.015151515
19/05/2024,2023/2024,bio_baseline_completeness,bio,0
19/05/2024,2023/2024,bio_baseline_composite,bio,
19/05/2024,2023/2024,emboss_baseline_score,total,
19/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
19/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
19/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
19/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
19/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
19/05/2024,2023/2024,sleep_baseline_composite,sleep,
19/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
19/05/2024,2023/2024,soreness_baseline_composite,soreness,
19/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
19/05/2024,2023/2024,subjective_baseline_composite,subjective,
20/05/2024,2023/2024,bio_baseline_completeness,bio,0
20/05/2024,2023/2024,bio_baseline_composite,bio,
20/05/2024,2023/2024,emboss_baseline_score,total,
20/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
20/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
20/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
20/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
20/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
20/05/2024,2023/2024,sleep_baseline_composite,sleep,
20/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
20/05/2024,2023/2024,soreness_baseline_composite,soreness,
20/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
20/05/2024,2023/2024,subjective_baseline_composite,subjective,
21/05/2024,2023/2024,bio_baseline_completeness,bio,0
21/05/2024,2023/2024,bio_baseline_composite,bio,
21/05/2024,2023/2024,emboss_baseline_score,total,
21/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
21/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
21/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
21/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
21/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
21/05/2024,2023/2024,sleep_baseline_composite,sleep,
21/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
21/05/2024,2023/2024,soreness_baseline_composite,soreness,
21/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
21/05/2024,2023/2024,subjective_baseline_composite,subjective,
22/05/2024,2023/2024,bio_baseline_completeness,bio,0
22/05/2024,2023/2024,bio_baseline_composite,bio,
22/05/2024,2023/2024,emboss_baseline_score,total,
22/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
22/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
22/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
22/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
22/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
22/05/2024,2023/2024,sleep_baseline_composite,sleep,
22/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
22/05/2024,2023/2024,soreness_baseline_composite,soreness,
22/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
22/05/2024,2023/2024,subjective_baseline_composite,subjective,
23/05/2024,2023/2024,bio_baseline_completeness,bio,0
23/05/2024,2023/2024,bio_baseline_composite,bio,
23/05/2024,2023/2024,emboss_baseline_score,total,
23/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
23/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
23/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
23/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
23/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
23/05/2024,2023/2024,sleep_baseline_composite,sleep,
23/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
23/05/2024,2023/2024,soreness_baseline_composite,soreness,
23/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
23/05/2024,2023/2024,subjective_baseline_composite,subjective,
24/05/2024,2023/2024,bio_baseline_completeness,bio,0
24/05/2024,2023/2024,bio_baseline_composite,bio,
24/05/2024,2023/2024,emboss_baseline_score,total,
24/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
24/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
24/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
24/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
24/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
24/05/2024,2023/2024,sleep_baseline_composite,sleep,
24/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
24/05/2024,2023/2024,soreness_baseline_composite,soreness,
24/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
24/05/2024,2023/2024,subjective_baseline_composite,subjective,
25/05/2024,2023/2024,bio_baseline_completeness,bio,0
25/05/2024,2023/2024,bio_baseline_composite,bio,
25/05/2024,2023/2024,emboss_baseline_score,total,
25/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
25/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
25/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
25/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
25/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
25/05/2024,2023/2024,sleep_baseline_composite,sleep,
25/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
25/05/2024,2023/2024,soreness_baseline_composite,soreness,
25/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
25/05/2024,2023/2024,subjective_baseline_composite,subjective,
26/05/2024,2023/2024,bio_baseline_completeness,bio,0
26/05/2024,2023/2024,bio_baseline_composite,bio,
26/05/2024,2023/2024,emboss_baseline_score,total,
26/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
26/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
26/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
26/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
26/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
26/05/2024,2023/2024,sleep_baseline_composite,sleep,
26/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
26/05/2024,2023/2024,soreness_baseline_composite,soreness,
26/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
26/05/2024,2023/2024,subjective_baseline_composite,subjective,
27/05/2024,2023/2024,bio_baseline_completeness,bio,0
27/05/2024,2023/2024,bio_baseline_composite,bio,
27/05/2024,2023/2024,emboss_baseline_score,total,
27/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
27/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
27/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
27/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
27/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
27/05/2024,2023/2024,sleep_baseline_composite,sleep,
27/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
27/05/2024,2023/2024,soreness_baseline_composite,soreness,
27/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
27/05/2024,2023/2024,subjective_baseline_composite,subjective,
28/05/2024,2023/2024,bio_baseline_completeness,bio,0
28/05/2024,2023/2024,bio_baseline_composite,bio,
28/05/2024,2023/2024,emboss_baseline_score,total,
28/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
28/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
28/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
28/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
28/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
28/05/2024,2023/2024,sleep_baseline_composite,sleep,
28/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
28/05/2024,2023/2024,soreness_baseline_composite,soreness,
28/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
28/05/2024,2023/2024,subjective_baseline_composite,subjective,
29/05/2024,2023/2024,bio_baseline_completeness,bio,0
29/05/2024,2023/2024,bio_baseline_composite,bio,
29/05/2024,2023/2024,emboss_baseline_score,total,
29/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
29/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
29/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
29/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
29/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
29/05/2024,2023/2024,sleep_baseline_composite,sleep,
29/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
29/05/2024,2023/2024,soreness_baseline_composite,soreness,
29/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
29/05/2024,2023/2024,subjective_baseline_composite,subjective,
30/05/2024,2023/2024,bio_baseline_completeness,bio,0
30/05/2024,2023/2024,bio_baseline_composite,bio,
30/05/2024,2023/2024,emboss_baseline_score,total,
30/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
30/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
30/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
30/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
30/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
30/05/2024,2023/2024,sleep_baseline_composite,sleep,
30/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
30/05/2024,2023/2024,soreness_baseline_composite,soreness,
30/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
30/05/2024,2023/2024,subjective_baseline_composite,subjective,
31/05/2024,2023/2024,bio_baseline_completeness,bio,0
31/05/2024,2023/2024,bio_baseline_composite,bio,
31/05/2024,2023/2024,emboss_baseline_score,total,
31/05/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
31/05/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
31/05/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
31/05/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
31/05/2024,2023/2024,sleep_baseline_completeness,sleep,0
31/05/2024,2023/2024,sleep_baseline_composite,sleep,
31/05/2024,2023/2024,soreness_baseline_completeness,soreness,0
31/05/2024,2023/2024,soreness_baseline_composite,soreness,
31/05/2024,2023/2024,subjective_baseline_completeness,subjective,0
31/05/2024,2023/2024,subjective_baseline_composite,subjective,
01/06/2024,2023/2024,bio_baseline_completeness,bio,0
01/06/2024,2023/2024,bio_baseline_composite,bio,
01/06/2024,2023/2024,emboss_baseline_score,total,
01/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
01/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
01/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
01/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
01/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
01/06/2024,2023/2024,sleep_baseline_composite,sleep,
01/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
01/06/2024,2023/2024,soreness_baseline_composite,soreness,
01/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
01/06/2024,2023/2024,subjective_baseline_composite,subjective,
02/06/2024,2023/2024,bio_baseline_completeness,bio,0
02/06/2024,2023/2024,bio_baseline_composite,bio,
02/06/2024,2023/2024,emboss_baseline_score,total,
02/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
02/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
02/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
02/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
02/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
02/06/2024,2023/2024,sleep_baseline_composite,sleep,
02/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
02/06/2024,2023/2024,soreness_baseline_composite,soreness,
02/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
02/06/2024,2023/2024,subjective_baseline_composite,subjective,
03/06/2024,2023/2024,bio_baseline_completeness,bio,0
03/06/2024,2023/2024,bio_baseline_composite,bio,
03/06/2024,2023/2024,emboss_baseline_score,total,
03/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
03/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
03/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
03/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
03/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
03/06/2024,2023/2024,sleep_baseline_composite,sleep,
03/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
03/06/2024,2023/2024,soreness_baseline_composite,soreness,
03/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
03/06/2024,2023/2024,subjective_baseline_composite,subjective,
04/06/2024,2023/2024,bio_baseline_completeness,bio,0
04/06/2024,2023/2024,bio_baseline_composite,bio,
04/06/2024,2023/2024,emboss_baseline_score,total,
04/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
04/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
04/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
04/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
04/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
04/06/2024,2023/2024,sleep_baseline_composite,sleep,
04/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
04/06/2024,2023/2024,soreness_baseline_composite,soreness,
04/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
04/06/2024,2023/2024,subjective_baseline_composite,subjective,
05/06/2024,2023/2024,bio_baseline_completeness,bio,0
05/06/2024,2023/2024,bio_baseline_composite,bio,
05/06/2024,2023/2024,emboss_baseline_score,total,
05/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
05/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
05/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
05/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
05/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
05/06/2024,2023/2024,sleep_baseline_composite,sleep,
05/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
05/06/2024,2023/2024,soreness_baseline_composite,soreness,
05/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
05/06/2024,2023/2024,subjective_baseline_composite,subjective,
06/06/2024,2023/2024,bio_baseline_completeness,bio,0
06/06/2024,2023/2024,bio_baseline_composite,bio,
06/06/2024,2023/2024,emboss_baseline_score,total,
06/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
06/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
06/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
06/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
06/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
06/06/2024,2023/2024,sleep_baseline_composite,sleep,
06/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
06/06/2024,2023/2024,soreness_baseline_composite,soreness,
06/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
06/06/2024,2023/2024,subjective_baseline_composite,subjective,
07/06/2024,2023/2024,bio_baseline_completeness,bio,0
07/06/2024,2023/2024,bio_baseline_composite,bio,
07/06/2024,2023/2024,emboss_baseline_score,total,
07/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
07/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
07/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
07/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
07/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
07/06/2024,2023/2024,sleep_baseline_composite,sleep,
07/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
07/06/2024,2023/2024,soreness_baseline_composite,soreness,
07/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
07/06/2024,2023/2024,subjective_baseline_composite,subjective,
08/06/2024,2023/2024,bio_baseline_completeness,bio,0
08/06/2024,2023/2024,bio_baseline_composite,bio,
08/06/2024,2023/2024,emboss_baseline_score,total,
08/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
08/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
08/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
08/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
08/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
08/06/2024,2023/2024,sleep_baseline_composite,sleep,
08/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
08/06/2024,2023/2024,soreness_baseline_composite,soreness,
08/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
08/06/2024,2023/2024,subjective_baseline_composite,subjective,
09/06/2024,2023/2024,bio_baseline_completeness,bio,0
09/06/2024,2023/2024,emboss_baseline_score,total,
09/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
09/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
09/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
09/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
09/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
09/06/2024,2023/2024,sleep_baseline_composite,sleep,
09/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
09/06/2024,2023/2024,soreness_baseline_composite,soreness,
09/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
09/06/2024,2023/2024,subjective_baseline_composite,subjective,
10/06/2024,2023/2024,bio_baseline_completeness,bio,0
10/06/2024,2023/2024,bio_baseline_composite,bio,
10/06/2024,2023/2024,emboss_baseline_score,total,
10/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
10/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
10/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
10/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
10/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
10/06/2024,2023/2024,sleep_baseline_composite,sleep,
10/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
10/06/2024,2023/2024,soreness_baseline_composite,soreness,
10/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
10/06/2024,2023/2024,subjective_baseline_composite,subjective,
11/06/2024,2023/2024,bio_baseline_completeness,bio,0
11/06/2024,2023/2024,bio_baseline_composite,bio,
11/06/2024,2023/2024,emboss_baseline_score,total,
11/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
11/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
11/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
11/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
11/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
11/06/2024,2023/2024,sleep_baseline_composite,sleep,
11/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
11/06/2024,2023/2024,soreness_baseline_composite,soreness,
11/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
11/06/2024,2023/2024,subjective_baseline_composite,subjective,
12/06/2024,2023/2024,bio_baseline_completeness,bio,0
12/06/2024,2023/2024,bio_baseline_composite,bio,
12/06/2024,2023/2024,emboss_baseline_score,total,
12/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
12/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
12/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
12/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
12/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
12/06/2024,2023/2024,sleep_baseline_composite,sleep,
12/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
12/06/2024,2023/2024,soreness_baseline_composite,soreness,
12/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
12/06/2024,2023/2024,subjective_baseline_composite,subjective,
13/06/2024,2023/2024,bio_baseline_completeness,bio,0
13/06/2024,2023/2024,bio_baseline_composite,bio,
13/06/2024,2023/2024,emboss_baseline_score,total,
13/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
13/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
13/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
13/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
13/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
13/06/2024,2023/2024,sleep_baseline_composite,sleep,
13/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
13/06/2024,2023/2024,soreness_baseline_composite,soreness,
13/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
13/06/2024,2023/2024,subjective_baseline_composite,subjective,
14/06/2024,2023/2024,bio_baseline_completeness,bio,0
14/06/2024,2023/2024,bio_baseline_composite,bio,
14/06/2024,2023/2024,emboss_baseline_score,total,
14/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
14/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
14/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
14/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
14/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
14/06/2024,2023/2024,sleep_baseline_composite,sleep,
14/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
14/06/2024,2023/2024,soreness_baseline_composite,soreness,
14/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
14/06/2024,2023/2024,subjective_baseline_composite,subjective,
15/06/2024,2023/2024,bio_baseline_completeness,bio,0
15/06/2024,2023/2024,bio_baseline_composite,bio,
15/06/2024,2023/2024,emboss_baseline_score,total,
15/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
15/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
15/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
09/06/2024,2023/2024,bio_baseline_composite,bio,
15/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
15/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
15/06/2024,2023/2024,sleep_baseline_composite,sleep,
15/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
15/06/2024,2023/2024,soreness_baseline_composite,soreness,
15/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
15/06/2024,2023/2024,subjective_baseline_composite,subjective,
16/06/2024,2023/2024,bio_baseline_completeness,bio,0
16/06/2024,2023/2024,bio_baseline_composite,bio,
16/06/2024,2023/2024,emboss_baseline_score,total,
16/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
16/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
16/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
16/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
16/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
16/06/2024,2023/2024,sleep_baseline_composite,sleep,
16/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
16/06/2024,2023/2024,soreness_baseline_composite,soreness,
16/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
16/06/2024,2023/2024,subjective_baseline_composite,subjective,
17/06/2024,2023/2024,bio_baseline_completeness,bio,0
17/06/2024,2023/2024,bio_baseline_composite,bio,
17/06/2024,2023/2024,emboss_baseline_score,total,
17/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
17/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
17/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
17/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
17/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
17/06/2024,2023/2024,sleep_baseline_composite,sleep,
17/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
17/06/2024,2023/2024,soreness_baseline_composite,soreness,
17/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
17/06/2024,2023/2024,subjective_baseline_composite,subjective,
18/06/2024,2023/2024,bio_baseline_completeness,bio,0
18/06/2024,2023/2024,bio_baseline_composite,bio,
18/06/2024,2023/2024,emboss_baseline_score,total,
18/06/2024,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
18/06/2024,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
18/06/2024,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
18/06/2024,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
18/06/2024,2023/2024,sleep_baseline_completeness,sleep,0
18/06/2024,2023/2024,sleep_baseline_composite,sleep,
18/06/2024,2023/2024,soreness_baseline_completeness,soreness,0
18/06/2024,2023/2024,soreness_baseline_composite,soreness,
18/06/2024,2023/2024,subjective_baseline_completeness,subjective,0
18/06/2024,2023/2024,subjective_baseline_composite,subjective,
19/06/2024,2023/2024,bio_baseline_completeness,bio,0
19/06/2024,2023/2024,bio_baseline_composite,bio,
19/06/2024,2023/2024,emboss_baseline_score,total,
